ph,temperature,turbidity,fish
5.931589158522949,20.70779225242344,3.39585893307094,koi
8.231601892832167,34.06941974334977,5.095697628104258,katla
7.240401386856162,21.675589808853537,3.6035404706797696,koi
8.853127189650444,17.879802652712502,3.3952276728234168,tilapia
7.862083081261543,21.841208069466067,15.077402400123411,karpio
6.032631991125632,21.535569664888772,3.6983724122040007,silverCup
7.116662315208597,20.726468231385017,3.801878079489815,katla
6.114215935382795,21.374720846597047,3.5662630832301803,sing
6.66632304605858,25.974583783583142,4.330906767449733,tilapia
8.16548823583565,16.54693913968852,3.45599285560031,sing
7.186684044930466,21.342175655174117,3.5742867990708187,tilapia
6.828857411354751,21.041429976542027,3.3605768240506446,shrimp
8.04928923400741,17.061143594889753,3.808987554988395,karpio
6.6630972160285085,25.133881826166185,4.168941111539315,shrimp
7.369603690090653,32.18792143452703,5.150334848647454,katla
6.143462193838652,27.37600381823953,3.7068439679267957,silverCup
8.87164567092672,18.090470949867726,3.2172332501344942,tilapia
7.935542595437946,18.592390607434947,3.1934539507101602,koi
7.062642961742296,21.561009558913774,3.2399565981622382,karpio
8.247749039420563,18.385317507200792,3.8473617252185672,rui
8.804441523089176,17.466897203071674,2.900836412819952,tilapia
6.1638593568976585,20.914757935051774,3.3767080683145108,silverCup
7.077369200045777,20.47333198417913,3.5941273691255247,magur
6.50564513520436,20.773177217043905,3.4772023408494124,katla
8.341050281336148,17.42568782814232,3.4831866069007598,pangas
7.540871247170967,8.173663795728014,5.509262336652657,karpio
8.747257256434084,17.723211023617893,3.4110935163631098,tilapia
8.35039855578201,33.67018055559033,5.070383254635541,rui
7.6084003434761565,32.572814383216546,5.023713499716063,pangas
6.046122634792832,21.570779717045415,3.2285085985039133,tilapia
7.4433812633656,28.718132080517332,4.045492019239802,katla
8.144460301722006,17.03890370622821,3.712552396842007,tilapia
7.370253476758579,17.978351313767114,5.339897610485054,rui
8.734472989281153,18.01043588020053,3.3508169442931783,pangas
7.1098304813042335,9.822304443078758,5.930064562444793,magur
7.175567968550978,10.206497794630172,5.494543470135705,pangas
6.855160260953297,20.121248393765285,3.0347670453229063,tilapia
7.444821188504398,21.97577626044442,3.742690232060578,katla
6.6129067304243545,28.559340222189388,3.784247144652203,silverCup
7.763695690193018,21.760375972491147,3.3571783762742955,prawn
6.757313754191773,20.825918862599313,3.4395763926255465,pangas
6.200231288210849,20.31704167910239,3.2901960376493102,koi
8.055877982672481,27.744757585306107,4.3260754243748165,silverCup
7.197813068436557,30.744060232160834,4.079859108042456,tilapia
7.110299867835547,21.132348673502058,3.837863407305798,sing
7.3295296871557625,24.64784414012637,4.020509223326303,rui
6.217676731652874,25.560123781886908,3.3980716310356494,shrimp
7.3170897784248625,6.065122547490621,9.104139830743074,tilapia
6.669138956511529,20.549039276951817,3.697897954367876,pangas
7.438797110745924,20.64460722222853,3.558207951431853,prawn
8.749328074399429,18.378418077802262,3.34395654645811,sing
7.525354359967727,21.666340304014728,3.4473646108478464,shrimp
6.0080838463078985,20.21366247388115,3.3797879000647395,karpio
6.435928106865588,21.704377639866806,3.5344552038681343,karpio
7.03441461915733,24.262348486717634,7.369274902024606,silverCup
8.379863091506166,24.836407761505786,3.934895194916995,koi
5.964266021676014,20.38166086536921,3.849492874340867,karpio
6.747946132163094,21.10607110151393,3.6007684124416968,shrimp
8.55471851129952,17.31254141651277,3.226320217976183,pangas
7.726586015118321,27.26964888408632,15.508654722623048,magur
6.088311965813578,20.511749313057898,3.6727663953586838,tilapia
5.9182040493280645,21.62909181125759,3.5957456031501076,sing
7.507238246659656,20.685241381333032,3.654233555651475,tilapia
8.166861978552898,17.616684144654727,3.6106391067961536,karpio
7.5426359414413096,27.115927104351915,5.021912793062393,silverCup
7.7136553694521535,27.980359897725304,6.106688270594741,rui
7.279456162562625,34.6805240159842,8.390949202033283,sing
8.457328058688223,17.236951519226864,3.2374090112378275,shrimp
8.098560138091965,17.31438749569069,3.372877531989414,rui
8.802684906163455,18.210474936659118,3.400455541428507,rui
8.00994034826863,18.073471662368284,3.434144194568044,shrimp
8.23983599664746,21.53739245413852,3.861316843157324,pangas
7.6511019213243445,31.817588382958863,3.9870389211084665,sing
6.887863017032988,25.968234501689366,3.086115169527593,tilapia
6.872056347074883,21.223374513611773,3.5193419656345104,rui
8.272990248663788,17.190687940753577,3.404566966230354,rui
8.761891902017217,18.361455718069777,3.455290033717411,rui
8.677012509649149,17.504998647978343,3.2783325911403116,sing
7.057561761987908,20.27737816417956,3.6602878235833467,tilapia
7.18665299322408,20.015074282587552,3.742028497764477,katla
6.499815716146248,21.86406714155561,3.59187725819283,rui
7.938578514071184,26.11873133712979,3.4947277789474565,katla
8.776483435976486,18.872687366601063,3.094855131091881,tilapia
7.002155012547069,20.735611375378443,3.4852866562029834,rui
8.724941100521642,18.84659673671862,3.942114928332657,rui
7.827216813453664,29.542978790066098,15.137240154424626,tilapia
7.05061370035541,20.049537932359474,3.1884461737364136,rui
7.0827922887720085,27.93627862438685,5.257664046103103,karpio
7.939075048248749,17.75776577554416,4.120295506040847,prawn
7.994228461295737,20.019117843915822,3.5364734769906203,rui
6.766291302254659,21.317092171972927,3.533530725504369,shrimp
7.600456570592261,17.359896144260222,3.4989194143952527,tilapia
6.835283650178259,21.8571900019448,3.5202056341366257,pangas
8.71086057464783,18.195646435570136,3.50753767341717,rui
7.89390690604232,30.71269785218547,4.127095677436438,sing
7.197310942929386,16.494852572907817,6.821316592171353,katla
6.816092861304025,21.204772382689548,3.915770112352455,sing
8.02545176857477,18.157358418257296,3.233957942471461,shrimp
7.492993233364863,19.960110129989086,3.711567036374425,silverCup
7.631313145837868,21.032864931162933,3.558539084398866,rui
7.379287784990368,21.304974992454262,3.531405712128143,sing
6.007031719215744,26.1615718445405,3.945900141919921,pangas
7.386923600659274,21.36627961817937,3.3672287797695892,rui
7.803064957489514,32.513965443954454,4.280227165686015,tilapia
7.434220510483787,21.072656343064413,3.7677875886217445,silverCup
5.962122528760824,21.440710286454912,3.350773368491078,sing
7.250649987982149,21.571975083534493,3.4781053849781958,tilapia
5.800322342874699,24.545079135092326,6.029380961822412,pangas
8.791688922389815,17.13974355797016,3.523514273024146,rui
8.156518968573472,17.63488833605702,3.483227260956299,tilapia
8.223884053123463,27.354541357205584,8.635831264815929,shrimp
7.942258421805282,17.277263938966392,3.4971518581733343,rui
8.44925190861989,16.98025269187126,3.638318506626369,sing
8.207978498804703,29.859878137535595,7.822025202432268,tilapia
6.630452330716148,21.928918084136413,3.4816653224786434,tilapia
8.411321901082152,30.612219078518173,5.467950958627476,silverCup
7.363760589111972,19.169876708444278,5.57506404339124,rui
8.793180117867148,17.60588800702965,3.5531502996454547,silverCup
7.890232337998472,24.353451703278473,6.06945996749204,sing
7.407217869735142,21.292956182141523,3.9962462974273247,sing
7.6481144139387665,28.167854613992596,5.687788207656247,rui
8.733152178194146,17.08634060236136,3.4073087043484906,tilapia
8.769178653878052,18.157924593910302,3.822517017108024,shrimp
8.016498059246501,31.34036244168524,4.149215576418517,tilapia
7.3318445890864,20.483440930918757,3.5853888079816705,silverCup
5.893715886513309,26.623245483172784,4.078815592989419,tilapia
6.481601024917079,20.143848307421845,3.680673385475852,rui
7.9296478189716,27.107369311454452,6.171679145511733,sing
5.936637070595887,21.333986105180458,3.3312818261609007,katla
8.002419935998804,25.09979059856806,3.883671658168867,tilapia
7.830720157810812,29.816943561942278,14.820657880337375,sing
7.4956747646226525,24.078514256191472,3.1417276478835108,shrimp
8.212515314148552,17.75978964319244,3.4716359986421663,magur
8.831768499986701,18.472836312400325,3.5355944055433994,koi
6.008444019481152,17.345833854228427,3.627761545010135,pangas
6.463569691510138,21.7160091584815,3.1792724883387775,silverCup
8.12897459105375,24.151515552454384,3.998743824033631,shrimp
7.227541229998607,20.720293544851113,3.3441161159566786,pangas
6.6874374466178965,20.64360246600353,3.7732951616077934,rui
8.185151105147241,18.61139782917137,3.6850465911224064,karpio
6.937227098535142,20.6897848407049,3.5644712547463713,tilapia
7.682695572931411,21.01104479218987,3.532543789792388,sing
9.027515042089211,28.87904116866688,3.601307757313155,katla
7.763763667931225,21.26694116119417,3.4955509552954847,katla
7.493954168892901,21.856619422518833,3.6634619549085277,rui
6.850141261667931,17.59716977474615,3.6225728340778427,silverCup
7.917238103810069,20.66857450281561,15.06581219261707,silverCup
8.192303250598686,29.35302600432688,5.075659519772337,katla
6.85074364240418,20.8629137478654,3.3425770939891217,tilapia
8.779981500501467,17.780975587554252,3.360649968003884,tilapia
8.395017978013879,29.632661595728155,8.319320393975918,koi
8.65583744975762,17.99123862451707,3.2443503170290717,prawn
6.948647155053158,21.104836432534768,3.7790565973148365,shrimp
7.9628856575020315,25.528792430091627,3.631289907039878,katla
8.245979636179918,17.695044403300468,3.505479175826296,rui
6.454032922525277,28.341045472274896,7.35745359107779,shrimp
7.872165990712775,21.323421636301987,3.491632168479329,pangas
7.8950634117649106,28.532358300416746,5.666454798539625,rui
6.287709958255502,21.38915105514752,3.793124328910939,katla
7.382059302037439,20.921517113949804,3.4774600890990355,pangas
7.142464728373833,22.691426179218894,4.031250086390408,tilapia
6.8760623360942335,20.948636664971833,3.6650684955887805,sing
6.601182694871248,20.73127669929697,3.3532162452276704,rui
7.02898177170195,21.55789819324736,3.584270476546641,silverCup
7.181660201369533,20.845481346249592,3.546747011967669,rui
8.8870056017375,26.426623248840173,7.253676603122411,rui
7.992182254821056,21.597474080246176,3.5273352531907496,karpio
8.668922881226163,17.058433512756693,3.3197341458811755,sing
8.152573463343378,16.911329904122354,3.528941204955843,silverCup
7.55444335114543,28.312539651078843,4.5451692190612425,rui
7.148890989406822,25.84738238876795,3.6561727593672684,rui
8.2184500954655,17.57955599191944,3.6652488136713983,silverCup
6.803245572940802,21.012136795276735,3.36102221505265,koi
6.892271505927672,20.45344945918651,3.513357861414666,tilapia
7.825169905105271,22.07751765191758,3.6310116009603672,tilapia
7.527364169642518,20.29541919404844,3.4458575755444447,sing
6.494844124057892,20.899608374034766,3.256885497275988,silverCup
6.961557141946173,21.206332828303392,3.4205960359654513,silverCup
8.21632276143346,17.78720985479552,3.909074067169363,tilapia
6.820081720625746,21.436172033430836,3.6019340196362966,katla
7.271525221216779,26.811008148367403,8.17322987820751,tilapia
7.253124606645681,21.216186672276493,3.0659704419348928,magur
8.268615018657872,17.06805951694509,3.289941971942266,shrimp
7.8797700313681585,23.381344930648012,15.010855927588523,katla
7.4639817851521215,29.084796431271595,5.708184317510683,rui
6.84777645302066,21.285076067563555,3.773393696408079,rui
8.807693690102568,18.015047343214103,3.3645735022467536,pangas
7.873787827315237,17.677695295882625,3.5509565980265894,rui
7.956855324614431,24.298951079635113,5.454236619312374,shrimp
7.470814669755906,30.929520999174354,7.077249922150157,karpio
6.0612097246499514,17.633989923758058,3.67862176513985,tilapia
8.619825334047121,17.41246576897964,3.6312288381888935,sing
7.926903865371031,21.77243451144839,3.448973133330569,rui
7.906578565925913,22.08599623388669,3.2642108956538425,katla
8.783721399089005,17.610166249426992,3.431167793782955,tilapia
8.25264835015339,31.396992613384384,3.7915645220899212,koi
7.5300911479009445,13.802250503580872,9.62440949790384,shrimp
8.635794372057838,29.920181798750328,6.4501313915791,karpio
6.435692607684754,20.939675195149242,3.6253209805701254,katla
8.176008241689269,18.432819867038205,3.5651327587293604,koi
6.486079201427313,19.184418626821866,5.864540759753473,silverCup
6.961048095060645,21.32383765589949,3.867265847209754,sing
8.68244116003479,18.690403399250737,3.724496821410442,katla
8.678299461852067,18.379834003874503,3.277303377443977,katla
6.718573096087937,20.814914182722717,4.059909471261504,sing
8.249837087731663,27.322850134928622,8.418758863979916,silverCup
6.842900316350305,21.80499252370511,3.493342794305167,tilapia
8.67236868644812,18.05547322119384,2.9422056637335166,katla
8.331598673659375,17.58714335747953,3.6312975640491376,tilapia
6.35682886202651,25.76496699832576,4.107687133201773,silverCup
6.719723052127983,18.05559875621038,3.4486434376954773,karpio
8.452293108285613,16.7410465261977,3.452319091814481,rui
7.7248899669126425,20.226749941406254,3.292899218635092,pangas
8.021069390393167,18.309247196303772,3.967585968236682,sing
6.045047673921907,21.953630045392458,3.5304947096203234,rui
6.051936052490434,20.445073279250984,3.6021306597151743,silverCup
7.955457114428664,17.372973432920574,3.765196419259728,katla
6.75893767187132,20.407735299959352,3.0269882494287454,katla
6.992825474522918,21.408875214200194,3.7756246295920413,sing
6.265371867695088,28.240746104245517,4.07583073600065,pangas
8.482509133754851,29.858478877932736,4.021533145908897,prawn
6.439898318784091,20.61916030916421,3.351202124088037,pangas
8.723573941558975,19.07748740154641,3.6647154439819194,pangas
6.970640284669546,19.851896522800512,3.7465001533021542,magur
7.241501942508117,21.825014116693154,3.3580428084001324,katla
8.647154319015836,17.81765768048849,3.340771552407911,tilapia
7.577036148366537,21.463706103654374,14.735188858143662,tilapia
8.280244297725918,16.80764856709897,3.763677548876483,tilapia
7.408421751139843,20.99882348972122,3.5633039599446925,tilapia
6.66849669343273,18.72162745087921,3.61813819166419,pangas
6.50370948214083,31.218589992156883,5.511430407778954,katla
8.778213586545698,18.007816906166912,3.3533481367710554,tilapia
7.292835765444719,24.741692041986546,4.397955736102116,tilapia
7.952917818127674,26.228681261198776,3.4361430820520726,rui
6.762892613525902,21.256557092643384,3.5449828484306853,shrimp
7.564638872192153,25.414238457333923,15.666791972597043,katla
7.673558877028419,31.157017196695506,4.757674906712504,rui
6.953972924977747,21.090735017239194,3.7801486489685265,tilapia
6.171638919276682,21.46270517321083,3.2709084676188276,sing
7.118839133887231,14.580925263094622,6.8519385677535105,karpio
7.718360192551341,27.199723305143394,5.811637127815872,rui
7.357051110502871,20.65692520623627,3.4991847460474754,rui
7.84721249238237,21.438955438162722,3.686274312272067,silverCup
7.1602719310924465,20.609030255593023,3.1830854532932786,rui
8.213833290620737,31.14138853353257,3.857549642032458,tilapia
8.83554872858675,18.12321105901701,3.5403501656239134,rui
8.385027059083518,18.568022434032773,3.6138358637339976,tilapia
8.830702752576851,17.39794179366736,3.797812163607379,magur
7.295789215265764,21.167175162149146,4.003899429224078,rui
6.786785745360399,21.755596923059294,3.7481098427285215,shrimp
8.175019484634829,24.92898031769421,5.000905891185271,shrimp
7.374858275849893,24.257290931394444,8.998594698049555,rui
8.87418545281894,17.58228963961951,3.567105160574012,rui
6.796474858184332,29.99957252814464,4.510720486984944,tilapia
7.005094866446774,24.965496716430213,6.950265034900528,shrimp
7.010705863264954,28.31407856090703,8.897887652112823,karpio
8.368774078797337,17.08464513415679,3.626009903656501,shrimp
8.168353946904714,17.972232901582572,3.7345316986337767,pangas
7.292358000401926,24.914293562130357,7.04864344604411,tilapia
8.023115239656278,23.975646468968538,15.230633619549476,tilapia
7.064845370666082,20.93718098131536,3.7055163268660665,rui
7.015213551307178,21.65216408719319,3.6827945257017327,katla
8.20748901046846,17.219573491125104,3.214475724342113,silverCup
7.936211002647635,21.528956001388,3.3801957087101946,tilapia
8.02826966959127,30.00196070942902,15.555758960311936,karpio
8.159785294782528,24.001303152296156,3.937590574660624,shrimp
8.854702204859464,18.613700886115417,3.36306967670775,rui
6.914418663460398,20.207399398647382,3.4503663247473373,tilapia
6.8248941096381985,20.980432430301413,3.3559893109125305,shrimp
6.953750926475809,21.946173154740407,3.5353557325829765,pangas
6.7314905036561345,20.530766202815148,3.2402188972634267,pangas
7.538246945966494,29.130272037974287,5.513877095949577,pangas
7.175559249831826,29.00851796746856,3.9908090874860456,rui
7.756696642134887,21.233685090640414,3.5542187174511426,shrimp
8.526252384217488,17.91996463682597,3.9946123942407077,shrimp
7.09846115681644,21.916842262752414,3.3449358010727512,sing
7.866496051381353,24.227194099877913,3.658225787168043,tilapia
7.955352407128494,23.865858952809834,15.16989917072522,rui
7.204874204844098,24.517076690137827,6.7968230570738,pangas
8.032328816110763,28.02334501130862,8.26928204383605,katla
6.758198011855173,21.95571958587981,3.9624023947697635,pangas
7.236397679643701,21.335884013967082,3.3517107063777134,silverCup
7.877993605228169,27.05976409023413,5.736698948053079,rui
6.888974701811087,21.7521281144616,3.4221279129049806,rui
8.14688231595378,16.555478293043777,3.21004689453772,pangas
8.253892933901433,29.462886519668608,5.378528394991725,tilapia
5.666959169457806,26.609115238758587,6.467906372458043,tilapia
7.882937663231744,17.586814417703856,3.327883034471143,rui
7.10889916163018,15.652637069895883,8.562550107259328,pangas
7.0568144623278135,21.499478851255294,3.6525955360738207,silverCup
6.955298826350439,21.25923819990566,3.1157518426262794,rui
5.953707157874871,21.668625214887953,3.7758869769310186,rui
7.364054369162952,20.21372751258504,3.8313484593591953,rui
6.619893312920256,25.516863585807435,4.94776224793818,tilapia
5.945458590570737,21.86548451024428,3.8264728891436235,tilapia
8.923369038265868,17.59980949371621,3.5160289088752936,silverCup
6.8361858755070335,21.623538395992398,3.5722638588524904,pangas
7.262043386668173,20.612450502380685,3.3738378873134036,silverCup
8.06949099602974,21.543316166174836,3.43167628308127,tilapia
6.914243971492577,21.47295526232177,3.9052954351141653,tilapia
7.598931809385753,21.49774109218873,3.5695890069866585,silverCup
8.005955142923543,18.19008623168714,3.7354528446441497,tilapia
6.307200534750988,25.56498867411968,4.214744548443693,silverCup
8.549174274949292,17.56746300559162,3.7304283031081873,katla
6.90399398718314,21.46292503452578,3.495463747709536,tilapia
8.710562114361208,17.277757670826322,3.4799371777408643,sing
7.32772085172659,26.694425930437113,4.284532865797987,rui
6.866047002483254,20.520278405870364,3.164644880279755,rui
8.736473900131633,19.07960376670931,3.5785662116085546,rui
5.881461686187904,19.976927235077515,5.8477764434785735,silverCup
6.821537330410631,20.64366361260166,3.5642895437694784,karpio
8.054058506914812,22.398722259937806,3.8504233014830613,tilapia
6.765780235126332,21.37177815519678,3.579505995832452,rui
7.697656677545242,19.890683075330756,14.913697470771604,karpio
7.352547860548318,27.54985542460726,4.757467339792057,tilapia
7.097584415628743,20.959643442558402,3.511157515711959,silverCup
6.863217830951325,21.158258585070236,3.764419466697645,silverCup
7.652298919185471,25.779800958168515,5.116967485300356,pangas
6.258938786222314,25.711748521805646,4.069981092089562,sing
7.354269261245487,16.396284497419842,9.200846146132962,katla
7.97655291714864,20.841702523076002,3.2607588742785927,katla
7.215321642422463,20.495924951496878,8.200483394815931,pangas
7.53914299542048,30.368043099666114,3.903014225215471,pangas
7.918729141027312,21.77515245170566,3.602022941350155,pangas
7.980742859644904,17.171479100970068,3.4957622548022114,rui
6.91429400845522,21.120768272549437,3.3980683041683113,tilapia
7.834189597870453,25.24330716425685,5.858363966308567,sing
8.973300924892262,16.909915438773357,3.5290391003997983,karpio
7.897759873309841,26.217653822060267,3.502216737424949,shrimp
7.80025800320392,17.386391990257124,3.6579604194556534,tilapia
7.062566677931073,24.015532905168737,6.847186845512254,pangas
7.72591180305016,30.43803055313624,6.488007182527722,rui
5.956865479406847,21.594201514920492,6.057788286262562,karpio
7.522754703575697,21.722481632617143,9.652800781633559,sing
8.21951792749502,29.752018883454706,6.990023136546856,rui
7.55130146865601,17.703963296180305,3.538186394918645,rui
6.872194951827662,20.272521966690537,3.522086471771568,karpio
6.929576208039032,25.355420627820266,4.17392079912831,pangas
8.05310907659146,25.46751108900931,3.937918448716703,silverCup
7.506363733128434,20.927687526018808,3.7103526258526824,katla
7.888328294740862,21.515043875029207,3.38026558564874,karpio
8.905410560608036,17.273349190513567,3.0820769792150653,rui
7.7377428653730576,21.384546941850157,3.405750961861958,sing
6.78432800951537,21.042695304887378,3.938196630699115,karpio
7.862366851409382,30.946842141157546,4.605113576116554,katla
7.478667683175924,21.085689876338503,3.5364551162120534,shrimp
7.03103739515956,29.814450986254712,4.199283881817737,rui
7.573791356889556,32.228940628948656,6.215599686267227,tilapia
7.310969822127926,21.428958251442612,3.2401131730177037,shrimp
6.554101738692913,24.94866503684798,3.7870807312118,silverCup
6.916383612178366,20.30459391939632,3.451537383279099,shrimp
6.078795926466752,25.760330817909736,4.047880496869623,katla
7.211316972409133,20.85675669940398,3.5572408486618805,karpio
8.513834149422811,18.04683323474065,3.435683379429416,tilapia
7.066146529821183,21.07693527445236,3.2047670153390935,tilapia
8.225164202969895,17.086494082441803,3.495940808375124,katla
7.492978332392229,21.63378840227709,3.541516883136477,rui
6.912383878698761,21.75013997823006,3.682723309905872,rui
7.020521561365577,31.53276409193763,4.434957636743504,tilapia
6.143018350429208,20.347962912533628,3.4363908669042105,rui
7.79524500363732,21.465580007934346,3.393670374516532,sing
8.151476483755168,17.438469248016496,3.337695082786989,katla
6.772648599546067,21.77987493029811,3.44477318041517,pangas
6.19438674376819,20.839238593835645,3.378146323755991,pangas
7.577681742854253,32.74661298732252,14.503063468242663,silverCup
7.296780550534502,21.05449132973529,3.6926828858066565,rui
6.47829786162475,21.645246699668945,3.761119952656746,koi
6.936601079339617,21.78728491904982,3.2516386891932507,rui
7.843891215943524,20.413056517327504,3.270827859926441,koi
6.991440134167749,21.094741688280017,3.2443942179234164,rui
8.785945612597587,18.686017072228843,3.3977342721198713,sing
7.356590272911689,21.982069274362132,3.5143537749773586,silverCup
6.6983030412834,20.667892024077272,3.8012283026366234,katla
7.286979118584095,21.35978462745375,3.7383522876979396,pangas
6.855091294717273,26.55309661345985,7.251375939407578,koi
8.813116312305011,17.942869116791048,3.4775531796815837,sing
7.357924293231615,17.49909290919118,9.423837736447606,rui
7.350971476926397,30.240753966709867,3.2739132106992797,tilapia
8.15053445827455,21.55327351823547,3.5117447614195854,rui
7.794480727478501,27.678614707355376,5.751372156240994,silverCup
7.581769730597832,20.85260028276767,3.750659557571872,rui
7.1613011442507055,10.043394597890302,5.94829169804236,rui
7.686052982990434,21.04536676363051,3.3885114328763457,pangas
6.801340703522332,20.781220082298347,4.044053829275347,pangas
8.899006788184595,18.119984497860322,3.458780438320772,tilapia
7.20135070388146,29.54182812094903,3.9266234016808808,pangas
8.139425440918926,31.150290638858525,3.9167885214847216,tilapia
7.674527469725114,19.91112041938778,3.4094055056733508,prawn
6.068002496985688,20.26118673327194,3.6741380216800397,pangas
8.206613538647739,23.499572074686952,3.764790481827844,shrimp
8.791236315435532,18.728182939241684,3.465057989598231,rui
8.613919122200265,17.282323920292754,3.501679754299654,tilapia
6.941047759372115,20.34892333689425,3.972333634157489,tilapia
5.973872683034292,21.035673341376743,3.3982920019700624,sing
7.225391232539327,18.780326380731275,7.954531813444969,pangas
7.1246041925799295,19.05915198622585,8.661114362192722,prawn
7.674175239761127,21.963633120946454,3.8221880803686177,tilapia
5.914358788589986,21.02837001747244,3.713006010907,prawn
8.00689991982295,16.954067831264172,3.7242262178756755,rui
8.994971303476039,17.830846056581997,3.5024873809743577,tilapia
8.862805286992254,18.265439815749993,3.5581537804423835,rui
8.20204385618601,17.347269945895498,3.8135110193302078,magur
7.956375720816302,27.761345866739838,5.827575352858794,silverCup
7.1626595387905745,28.901387393067267,7.9896101876114685,silverCup
8.690733211248164,17.99490294099519,3.29650552980089,rui
8.5102875844414,18.58300226104679,3.3778053064460924,shrimp
8.412637653497114,17.428518494000887,3.523163236744312,silverCup
7.517137019251153,21.034569787439693,3.7147257324468597,rui
7.2491572098468,25.54049453561842,3.573756265849605,rui
6.850132182595716,20.936678453883918,3.3358215298197447,katla
6.941888450490384,21.75584820925797,3.9381542606807494,pangas
8.440485569837994,17.46613901441496,3.8089034904227463,rui
8.18853575310176,21.224054808956996,3.9518702034396656,shrimp
6.95173719692657,21.050234895363683,3.4019388027174395,pangas
7.983711195456705,26.166030293131698,3.689077391898282,prawn
7.843945145390088,21.57835987347902,3.6712789011315308,tilapia
7.659042220233347,21.364110650777512,3.4231916201247157,silverCup
7.1014985516216305,20.784103133397352,3.475102252305877,rui
8.882804443792603,17.906957596377616,3.991138172402323,sing
8.818121860286972,18.11539925646853,3.4362826088996488,katla
5.974569713310083,30.237086630588184,3.7443960730833825,rui
6.9039271139679705,21.04777085346986,3.57196339657139,tilapia
6.411961999966704,21.196006286698935,3.2394371067303958,pangas
7.39602665704798,11.628122531577626,7.484792540868837,pangas
8.199884963025363,16.89266749313407,3.613245249329384,silverCup
7.9765776969787,26.684176711399274,3.826272903662967,silverCup
8.154814058108316,20.875925466413776,3.471798844094252,pangas
8.960374532931494,18.174157330848875,3.606480497876921,katla
8.132549579678832,17.528009984455352,3.53993410912567,prawn
6.874898263560732,21.318678652115686,3.878567110809563,rui
7.893176811818707,24.88832509953027,5.304292031963918,rui
8.821722792417217,16.985231510790854,3.3577858682425026,sing
8.66938429908131,18.704056045850486,3.7515817603445374,katla
8.56335988871172,16.6852436738522,3.5519874054858382,rui
8.786460050582678,18.344327355621537,3.11125486734358,silverCup
6.861741182083113,20.546194101336585,3.8432864001662908,pangas
8.170072533061589,18.488783662896505,3.441620659228426,tilapia
6.532998294531599,26.31283271203995,4.414687235505235,shrimp
8.789202791202332,17.745530158172,3.3217022671907412,karpio
7.624431767837007,21.522066333838886,7.375106258691575,magur
6.682655798101318,16.275884144268947,3.7236274970742067,katla
6.745412054005232,20.40434066723564,3.8328200743245135,tilapia
8.511104145636466,26.49872651514694,2.603425710609929,pangas
6.941230746744821,21.34539845929986,3.8106600435269193,katla
8.193511717258344,21.966517295415326,3.675224148095561,silverCup
8.577769123238127,31.591630722526435,3.3042385328159596,karpio
8.603260912090567,18.4015494703213,3.8312633091247417,shrimp
7.143642192521868,4.266087379459072,9.233264020409248,silverCup
7.150370650205757,15.691963430575909,8.317593556629133,rui
8.943663360542052,18.372216459063704,3.271263635714768,rui
7.417447311798569,20.027268596865973,3.329326490134138,rui
6.679411712395762,22.048583766709125,3.4730015394772162,silverCup
6.9265597553204925,21.02213544771979,3.837107820435425,pangas
7.6842268653224535,25.021130209168337,3.239091037334747,rui
8.251851393355418,17.319513282702964,3.803761708391751,silverCup
7.774049409365025,22.022785708941367,3.6642859644985983,shrimp
7.4061570373558245,21.20894653387195,14.997869329715238,tilapia
8.312655342710318,17.43061541423898,3.635845090380105,tilapia
8.178427629749196,17.95843971692558,3.0264044451366514,tilapia
7.504864836693022,21.45074790934039,3.5091305462658564,tilapia
7.101121495268658,21.085164065879678,3.660158586189877,sing
7.401559161213027,29.938021427254004,4.085235024529708,shrimp
8.43370308580687,16.789855990007567,3.359800920693611,katla
7.832357272313486,21.009870688413237,3.68475405107949,sing
7.148218722505235,21.63378000459436,3.34972912108295,shrimp
6.51116051823917,29.770365686228683,3.9913559233788556,tilapia
6.880703729573659,20.290504450045415,3.6116000459133577,rui
7.016551505884496,20.56177049460282,3.4931780121566116,tilapia
7.1241538834478755,21.25395155400231,3.671982854877206,shrimp
7.119209288692326,20.685285346782265,3.466075857675668,shrimp
8.225596030937497,17.94204481796021,3.679498830196756,prawn
7.2366699010339275,18.44340527299972,5.8187270441399646,tilapia
8.211422011871251,16.981303654772493,3.398424999088825,tilapia
6.034048555325769,21.509051619482236,3.0988287507328227,rui
6.34547611854372,21.729953289726048,3.355352620440112,shrimp
8.537500668417996,30.662383932303424,4.465016294404825,silverCup
6.157696284038332,24.225239186529794,4.003355498616095,karpio
6.107509737838512,21.14709628394964,3.5031972439184167,sing
5.432537938294229,31.413027248132853,4.051961406496094,karpio
8.23688621157052,17.823433815568393,3.7957822187288244,tilapia
6.870036173855985,21.42003079408224,3.8605844497980195,tilapia
7.348285662024875,23.997878433985463,14.933696573732199,rui
7.007487604813574,21.48540949074883,3.5448901169212514,pangas
8.201273735330181,18.475565448068608,3.512568585026661,karpio
7.716015926613861,17.283978513787783,3.7010764808908934,rui
7.71487885732617,28.05844579480692,4.413344061324023,rui
7.036034354446534,29.92677455596228,4.464572012561887,magur
7.782230601741917,21.439683501357262,15.25420086044516,tilapia
6.223773146343432,30.408129056247486,4.732642266947134,rui
7.159422684295564,21.338906601529327,3.1834117768141557,tilapia
7.228313750670763,21.074697148173563,3.757403661900718,tilapia
